participant_id,FCWrong,type,condition,RespondedPercent,truePercent,abs_error,condition_order,label,trial_order
P1,,curvatures,Tactile,60,35,25,1,curvatures_1,24
P1,,curvatures,Tactile,90,45,45,1,curvatures_2,30
P1,,curvatures,Tactile,90,55,35,1,curvatures_3,32
P2,1.0,curvatures,Tactile,80,65,15,3,curvatures_4,1
P2,,curvatures,Tactile,60,75,15,3,curvatures_5,7
P2,,curvatures,Tactile,55,25,30,3,curvatures_0,18
P2,,curvatures,Tactile,55,35,20,3,curvatures_1,24
P2,,curvatures,Tactile,60,45,15,3,curvatures_2,30
P2,,curvatures,Tactile,75,55,20,3,curvatures_3,32
P3,,curvatures,Tactile,50,65,15,1,curvatures_4,1
P3,,curvatures,Tactile,80,75,5,1,curvatures_5,7
P3,,curvatures,Tactile,50,25,25,1,curvatures_0,18
P3,,curvatures,Tactile,60,35,25,1,curvatures_1,24
P3,,curvatures,Tactile,50,45,5,1,curvatures_2,30
P3,,curvatures,Tactile,35,55,20,1,curvatures_3,32
P4,,curvatures,Tactile,40,65,25,2,curvatures_4,1
P4,,curvatures,Tactile,80,75,5,2,curvatures_5,7
P4,,curvatures,Tactile,30,25,5,2,curvatures_0,18
P4,,curvatures,Tactile,50,35,15,2,curvatures_1,24
P4,,curvatures,Tactile,60,45,15,2,curvatures_2,30
P4,,curvatures,Tactile,60,55,5,2,curvatures_3,32
P5,,curvatures,Tactile,50,65,15,3,curvatures_4,1
P5,,curvatures,Tactile,50,75,25,3,curvatures_5,7
P5,,curvatures,Tactile,25,25,0,3,curvatures_0,18
P5,,curvatures,Tactile,50,35,15,3,curvatures_1,24
P5,,curvatures,Tactile,33,45,12,3,curvatures_2,30
P5,,curvatures,Tactile,50,55,5,3,curvatures_3,32
P6,1.0,curvatures,Tactile,80,65,15,2,curvatures_4,1
P6,,curvatures,Tactile,90,75,15,2,curvatures_5,7
P6,,curvatures,Tactile,30,25,5,2,curvatures_0,18
P6,,curvatures,Tactile,50,35,15,2,curvatures_1,24
P6,,curvatures,Tactile,45,45,0,2,curvatures_2,30
P6,,curvatures,Tactile,47,55,8,2,curvatures_3,32
P7,,curvatures,Tactile,80,65,15,2,curvatures_4,1
P7,,curvatures,Tactile,50,75,25,2,curvatures_5,7
P7,,curvatures,Tactile,50,25,25,2,curvatures_0,18
P7,,curvatures,Tactile,50,35,15,2,curvatures_1,24
P7,,curvatures,Tactile,80,45,35,2,curvatures_2,30
P7,,curvatures,Tactile,50,55,5,2,curvatures_3,32
P8,,curvatures,Tactile,85,65,20,1,curvatures_4,1
P8,,curvatures,Tactile,80,75,5,1,curvatures_5,7
P8,,curvatures,Tactile,60,25,35,1,curvatures_0,18
P8,,curvatures,Tactile,20,35,15,1,curvatures_1,24
P8,,curvatures,Tactile,90,45,45,1,curvatures_2,30
P8,,curvatures,Tactile,40,55,15,1,curvatures_3,32
P9,1.0,curvatures,Tactile,65,65,0,3,curvatures_4,1
P9,,curvatures,Tactile,80,75,5,3,curvatures_5,7
P9,,curvatures,Tactile,60,25,35,3,curvatures_0,18
P9,,curvatures,Tactile,65,35,30,3,curvatures_1,24
P9,,curvatures,Tactile,80,45,35,3,curvatures_2,30
P9,,curvatures,Tactile,66,55,11,3,curvatures_3,32
P10,,curvatures,Tactile,45,65,20,3,curvatures_4,1
P10,,curvatures,Tactile,75,75,0,3,curvatures_5,7
P10,,curvatures,Tactile,33,25,8,3,curvatures_0,18
P10,,curvatures,Tactile,80,35,45,3,curvatures_1,24
P10,,curvatures,Tactile,33,45,12,3,curvatures_2,30
P10,,curvatures,Tactile,55,55,0,3,curvatures_3,32
P11,1.0,curvatures,Tactile,80,65,15,2,curvatures_4,1
P11,,curvatures,Tactile,80,75,5,2,curvatures_5,7
P11,,curvatures,Tactile,45,25,20,2,curvatures_0,18
P11,,curvatures,Tactile,30,35,5,2,curvatures_1,24
P11,,curvatures,Tactile,90,45,45,2,curvatures_2,30
P11,,curvatures,Tactile,70,55,15,2,curvatures_3,32
P12,,curvatures,Tactile,30,65,35,1,curvatures_4,1
P12,,curvatures,Tactile,25,75,50,1,curvatures_5,7
P12,,curvatures,Tactile,50,25,25,1,curvatures_0,18
P12,,curvatures,Tactile,60,35,25,1,curvatures_1,24
P12,,curvatures,Tactile,60,45,15,1,curvatures_2,30
P12,,curvatures,Tactile,80,55,25,1,curvatures_3,32
P1,,lines,Tactile,20,25,5,1,lines_0,3
P1,,lines,Tactile,40,35,5,1,lines_1,10
P1,,lines,Tactile,50,45,5,1,lines_2,15
P1,,lines,Tactile,50,55,5,1,lines_3,19
P1,,lines,Tactile,70,65,5,1,lines_4,25
P1,,lines,Tactile,80,75,5,1,lines_5,34
P2,,lines,Tactile,20,25,5,3,lines_0,3
P2,,lines,Tactile,25,35,10,3,lines_1,10
P2,,lines,Tactile,40,45,5,3,lines_2,15
P2,,lines,Tactile,55,55,0,3,lines_3,19
P2,,lines,Tactile,60,65,5,3,lines_4,25
P2,,lines,Tactile,75,75,0,3,lines_5,34
P3,,lines,Tactile,20,25,5,1,lines_0,3
P3,,lines,Tactile,33,35,2,1,lines_1,10
P3,,lines,Tactile,35,45,10,1,lines_2,15
P3,,lines,Tactile,60,55,5,1,lines_3,19
P3,,lines,Tactile,50,65,15,1,lines_4,25
P3,,lines,Tactile,50,75,25,1,lines_5,34
P4,,lines,Tactile,20,25,5,2,lines_0,3
P4,,lines,Tactile,25,35,10,2,lines_1,10
P4,,lines,Tactile,30,45,15,2,lines_2,15
P4,,lines,Tactile,30,55,25,2,lines_3,19
P4,,lines,Tactile,70,65,5,2,lines_4,25
P4,,lines,Tactile,70,75,5,2,lines_5,34
P5,,lines,Tactile,25,25,0,3,lines_0,3
P5,,lines,Tactile,25,35,10,3,lines_1,10
P5,,lines,Tactile,33,45,12,3,lines_2,15
P5,,lines,Tactile,50,55,5,3,lines_3,19
P5,,lines,Tactile,50,65,15,3,lines_4,25
P5,,lines,Tactile,75,75,0,3,lines_5,34
P6,,lines,Tactile,30,25,5,2,lines_0,3
P6,,lines,Tactile,27,35,8,2,lines_1,10
P6,,lines,Tactile,38,45,7,2,lines_2,15
P6,,lines,Tactile,45,55,10,2,lines_3,19
P6,,lines,Tactile,45,65,20,2,lines_4,25
P6,,lines,Tactile,50,75,25,2,lines_5,34
P7,,lines,Tactile,30,25,5,2,lines_0,3
P7,,lines,Tactile,30,35,5,2,lines_1,10
P7,,lines,Tactile,50,45,5,2,lines_2,15
P7,,lines,Tactile,60,55,5,2,lines_3,19
P7,,lines,Tactile,50,65,15,2,lines_4,25
P7,,lines,Tactile,80,75,5,2,lines_5,34
P8,,lines,Tactile,10,25,15,1,lines_0,3
P8,,lines,Tactile,30,35,5,1,lines_1,10
P8,,lines,Tactile,30,45,15,1,lines_2,15
P8,,lines,Tactile,50,55,5,1,lines_3,19
P8,,lines,Tactile,30,65,35,1,lines_4,25
P8,,lines,Tactile,65,75,10,1,lines_5,34
P9,,lines,Tactile,23,25,2,3,lines_0,3
P9,,lines,Tactile,30,35,5,3,lines_1,10
P9,,lines,Tactile,40,45,5,3,lines_2,15
P9,,lines,Tactile,55,55,0,3,lines_3,19
P9,,lines,Tactile,70,65,5,3,lines_4,25
P9,,lines,Tactile,82,75,7,3,lines_5,34
P10,,lines,Tactile,30,25,5,3,lines_0,3
P10,,lines,Tactile,35,35,0,3,lines_1,10
P10,,lines,Tactile,80,45,35,3,lines_2,15
P10,,lines,Tactile,65,55,10,3,lines_3,19
P10,,lines,Tactile,30,65,35,3,lines_4,25
P10,,lines,Tactile,50,75,25,3,lines_5,34
P11,,lines,Tactile,20,25,5,2,lines_0,3
P11,,lines,Tactile,33,35,2,2,lines_1,10
P11,,lines,Tactile,40,45,5,2,lines_2,15
P11,,lines,Tactile,80,55,25,2,lines_3,19
P11,,lines,Tactile,50,65,15,2,lines_4,25
P11,,lines,Tactile,90,75,15,2,lines_5,34
P12,,lines,Tactile,25,25,0,1,lines_0,3
P12,,lines,Tactile,25,35,10,1,lines_1,10
P12,,lines,Tactile,33,45,12,1,lines_2,15
P12,,lines,Tactile,33,55,22,1,lines_3,19
P12,,lines,Tactile,50,65,15,1,lines_4,25
P12,,lines,Tactile,80,75,5,1,lines_5,34
P1,,areas,Tactile,30,35,5,1,areas_1,6
P1,,areas,Tactile,50,45,5,1,areas_2,12
P1,,areas,Tactile,50,55,5,1,areas_3,17
P1,,areas,Tactile,50,65,15,1,areas_4,20
P1,,areas,Tactile,80,75,5,1,areas_5,27
P1,,areas,Tactile,20,25,5,1,areas_0,36
P2,,areas,Tactile,33,35,2,3,areas_1,6
P2,,areas,Tactile,40,45,5,3,areas_2,12
P2,,areas,Tactile,45,55,10,3,areas_3,17
P2,,areas,Tactile,50,65,15,3,areas_4,20
P2,,areas,Tactile,80,75,5,3,areas_5,27
P2,,areas,Tactile,33,25,8,3,areas_0,36
P3,,areas,Tactile,25,35,10,1,areas_1,6
P3,,areas,Tactile,20,45,25,1,areas_2,12
P3,,areas,Tactile,50,55,5,1,areas_3,17
P3,,areas,Tactile,60,65,5,1,areas_4,20
P3,,areas,Tactile,90,75,15,1,areas_5,27
P3,,areas,Tactile,20,25,5,1,areas_0,36
P4,,areas,Tactile,15,35,20,2,areas_1,6
P4,,areas,Tactile,25,45,20,2,areas_2,12
P4,,areas,Tactile,30,55,25,2,areas_3,17
P4,,areas,Tactile,35,65,30,2,areas_4,20
P4,,areas,Tactile,80,75,5,2,areas_5,27
P4,,areas,Tactile,15,25,10,2,areas_0,36
P5,,areas,Tactile,33,35,2,3,areas_1,6
P5,,areas,Tactile,50,45,5,3,areas_2,12
P5,,areas,Tactile,50,55,5,3,areas_3,17
P5,,areas,Tactile,75,65,10,3,areas_4,20
P5,,areas,Tactile,75,75,0,3,areas_5,27
P5,,areas,Tactile,25,25,0,3,areas_0,36
P6,,areas,Tactile,47,35,12,2,areas_1,6
P6,,areas,Tactile,50,45,5,2,areas_2,12
P6,,areas,Tactile,80,55,25,2,areas_3,17
P6,,areas,Tactile,60,65,5,2,areas_4,20
P6,,areas,Tactile,74,75,1,2,areas_5,27
P6,,areas,Tactile,40,25,15,2,areas_0,36
P7,,areas,Tactile,50,35,15,2,areas_1,6
P7,,areas,Tactile,60,45,15,2,areas_2,12
P7,,areas,Tactile,50,55,5,2,areas_3,17
P7,,areas,Tactile,80,65,15,2,areas_4,20
P7,,areas,Tactile,80,75,5,2,areas_5,27
P7,,areas,Tactile,25,25,0,2,areas_0,36
P8,,areas,Tactile,10,35,25,1,areas_1,6
P8,,areas,Tactile,45,45,0,1,areas_2,12
P8,,areas,Tactile,35,55,20,1,areas_3,17
P8,,areas,Tactile,75,65,10,1,areas_4,20
P8,1.0,areas,Tactile,95,75,20,1,areas_5,27
P8,,areas,Tactile,10,25,15,1,areas_0,36
P9,,areas,Tactile,65,35,30,3,areas_1,6
P9,,areas,Tactile,65,45,20,3,areas_2,12
P9,,areas,Tactile,70,55,15,3,areas_3,17
P9,,areas,Tactile,75,65,10,3,areas_4,20
P9,,areas,Tactile,88,75,13,3,areas_5,27
P9,,areas,Tactile,38,25,13,3,areas_0,36
P10,,areas,Tactile,25,35,10,3,areas_1,6
P10,,areas,Tactile,30,45,15,3,areas_2,12
P10,,areas,Tactile,60,55,5,3,areas_3,17
P10,,areas,Tactile,55,65,10,3,areas_4,20
P10,,areas,Tactile,85,75,10,3,areas_5,27
P10,,areas,Tactile,30,25,5,3,areas_0,36
P11,,areas,Tactile,50,35,15,2,areas_1,6
P11,,areas,Tactile,60,45,15,2,areas_2,12
P11,,areas,Tactile,50,55,5,2,areas_3,17
P11,,areas,Tactile,40,65,25,2,areas_4,20
P11,,areas,Tactile,90,75,15,2,areas_5,27
P11,,areas,Tactile,30,25,5,2,areas_0,36
P12,,areas,Tactile,25,35,10,1,areas_1,6
P12,,areas,Tactile,30,45,15,1,areas_2,12
P12,,areas,Tactile,40,55,15,1,areas_3,17
P12,,areas,Tactile,33,65,32,1,areas_4,20
P12,,areas,Tactile,80,75,5,1,areas_5,27
P12,,areas,Tactile,10,25,15,1,areas_0,36
P1,,textures,Tactile,20,55,35,1,textures_3,2
P1,1.0,textures,Tactile,99,65,34,1,textures_4,8
P1,1.0,textures,Tactile,99,75,24,1,textures_5,13
P1,,textures,Tactile,5,25,20,1,textures_0,22
P1,,textures,Tactile,10,35,25,1,textures_1,26
P1,,textures,Tactile,30,45,15,1,textures_2,31
P2,,textures,Tactile,25,55,30,3,textures_3,2
P2,,textures,Tactile,40,65,25,3,textures_4,8
P2,,textures,Tactile,50,75,25,3,textures_5,13
P2,,textures,Tactile,25,25,0,3,textures_0,22
P2,,textures,Tactile,25,35,10,3,textures_1,26
P2,,textures,Tactile,40,45,5,3,textures_2,31
P3,,textures,Tactile,25,55,30,1,textures_3,2
P3,,textures,Tactile,30,65,35,1,textures_4,8
P3,,textures,Tactile,80,75,5,1,textures_5,13
P3,,textures,Tactile,15,25,10,1,textures_0,22
P3,,textures,Tactile,25,35,10,1,textures_1,26
P3,,textures,Tactile,70,45,25,1,textures_2,31
P4,,textures,Tactile,50,55,5,2,textures_3,2
P4,1.0,textures,Tactile,70,65,5,2,textures_4,8
P4,,textures,Tactile,80,75,5,2,textures_5,13
P4,,textures,Tactile,20,25,5,2,textures_0,22
P4,,textures,Tactile,60,35,25,2,textures_1,26
P4,,textures,Tactile,80,45,35,2,textures_2,31
P5,,textures,Tactile,50,55,5,3,textures_3,2
P5,,textures,Tactile,50,65,15,3,textures_4,8
P5,,textures,Tactile,75,75,0,3,textures_5,13
P5,,textures,Tactile,10,25,15,3,textures_0,22
P5,,textures,Tactile,25,35,10,3,textures_1,26
P5,,textures,Tactile,50,45,5,3,textures_2,31
P6,,textures,Tactile,70,55,15,2,textures_3,2
P6,,textures,Tactile,60,65,5,2,textures_4,8
P6,1.0,textures,Tactile,80,75,5,2,textures_5,13
P6,,textures,Tactile,25,25,0,2,textures_0,22
P6,,textures,Tactile,40,35,5,2,textures_1,26
P6,,textures,Tactile,40,45,5,2,textures_2,31
P7,,textures,Tactile,50,55,5,2,textures_3,2
P7,,textures,Tactile,50,65,15,2,textures_4,8
P7,,textures,Tactile,50,75,25,2,textures_5,13
P7,,textures,Tactile,25,25,0,2,textures_0,22
P7,,textures,Tactile,25,35,10,2,textures_1,26
P7,,textures,Tactile,50,45,5,2,textures_2,31
P8,,textures,Tactile,75,55,20,1,textures_3,2
P8,1.0,textures,Tactile,90,65,25,1,textures_4,8
P8,,textures,Tactile,90,75,15,1,textures_5,13
P8,,textures,Tactile,10,25,15,1,textures_0,22
P8,,textures,Tactile,10,35,25,1,textures_1,26
P8,,textures,Tactile,35,45,10,1,textures_2,31
P9,,textures,Tactile,50,55,5,3,textures_3,2
P9,,textures,Tactile,60,65,5,3,textures_4,8
P9,,textures,Tactile,60,75,15,3,textures_5,13
P9,,textures,Tactile,30,25,5,3,textures_0,22
P9,,textures,Tactile,40,35,5,3,textures_1,26
P9,,textures,Tactile,50,45,5,3,textures_2,31
P10,,textures,Tactile,60,55,5,3,textures_3,2
P10,,textures,Tactile,80,65,15,3,textures_4,8
P10,,textures,Tactile,50,75,25,3,textures_5,13
P10,,textures,Tactile,70,25,45,3,textures_0,22
P10,,textures,Tactile,40,35,5,3,textures_1,26
P10,,textures,Tactile,30,45,15,3,textures_2,31
P11,,textures,Tactile,50,55,5,2,textures_3,2
P11,,textures,Tactile,33,65,32,2,textures_4,8
P11,,textures,Tactile,66,75,9,2,textures_5,13
P11,,textures,Tactile,5,25,20,2,textures_0,22
P11,,textures,Tactile,25,35,10,2,textures_1,26
P11,,textures,Tactile,15,45,30,2,textures_2,31
P12,,textures,Tactile,40,55,15,1,textures_3,2
P12,,textures,Tactile,80,65,15,1,textures_4,8
P12,,textures,Tactile,90,75,15,1,textures_5,13
P12,,textures,Tactile,10,25,15,1,textures_0,22
P12,,textures,Tactile,20,35,15,1,textures_1,26
P12,,textures,Tactile,10,45,35,1,textures_2,31
P1,,position_aligned,Tactile,80,75,5,1,position_aligned_5,5
P1,,position_aligned,Tactile,20,25,5,1,position_aligned_0,11
P1,,position_aligned,Tactile,50,35,15,1,position_aligned_1,14
P1,,position_aligned,Tactile,30,45,15,1,position_aligned_2,23
P1,,position_aligned,Tactile,60,55,5,1,position_aligned_3,29
P1,,position_aligned,Tactile,90,65,25,1,position_aligned_4,35
P2,,position_aligned,Tactile,50,75,25,3,position_aligned_5,5
P2,,position_aligned,Tactile,27,25,2,3,position_aligned_0,11
P2,,position_aligned,Tactile,33,35,2,3,position_aligned_1,14
P2,,position_aligned,Tactile,50,45,5,3,position_aligned_2,23
P2,,position_aligned,Tactile,40,55,15,3,position_aligned_3,29
P2,,position_aligned,Tactile,55,65,10,3,position_aligned_4,35
P3,,position_aligned,Tactile,80,75,5,1,position_aligned_5,5
P3,,position_aligned,Tactile,20,25,5,1,position_aligned_0,11
P3,,position_aligned,Tactile,28,35,7,1,position_aligned_1,14
P3,,position_aligned,Tactile,40,45,5,1,position_aligned_2,23
P3,,position_aligned,Tactile,30,55,25,1,position_aligned_3,29
P3,,position_aligned,Tactile,60,65,5,1,position_aligned_4,35
P4,,position_aligned,Tactile,70,75,5,2,position_aligned_5,5
P4,,position_aligned,Tactile,15,25,10,2,position_aligned_0,11
P4,,position_aligned,Tactile,25,35,10,2,position_aligned_1,14
P4,,position_aligned,Tactile,40,45,5,2,position_aligned_2,23
P4,,position_aligned,Tactile,50,55,5,2,position_aligned_3,29
P4,,position_aligned,Tactile,50,65,15,2,position_aligned_4,35
P5,,position_aligned,Tactile,50,75,25,3,position_aligned_5,5
P5,,position_aligned,Tactile,25,25,0,3,position_aligned_0,11
P5,,position_aligned,Tactile,25,35,10,3,position_aligned_1,14
P5,,position_aligned,Tactile,50,45,5,3,position_aligned_2,23
P5,,position_aligned,Tactile,33,55,22,3,position_aligned_3,29
P5,,position_aligned,Tactile,50,65,15,3,position_aligned_4,35
P6,,position_aligned,Tactile,80,75,5,2,position_aligned_5,5
P6,,position_aligned,Tactile,15,25,10,2,position_aligned_0,11
P6,,position_aligned,Tactile,40,35,5,2,position_aligned_1,14
P6,,position_aligned,Tactile,45,45,0,2,position_aligned_2,23
P6,,position_aligned,Tactile,48,55,7,2,position_aligned_3,29
P6,,position_aligned,Tactile,64,65,1,2,position_aligned_4,35
P7,,position_aligned,Tactile,50,75,25,2,position_aligned_5,5
P7,,position_aligned,Tactile,25,25,0,2,position_aligned_0,11
P7,,position_aligned,Tactile,30,35,5,2,position_aligned_1,14
P7,,position_aligned,Tactile,30,45,15,2,position_aligned_2,23
P7,,position_aligned,Tactile,50,55,5,2,position_aligned_3,29
P7,,position_aligned,Tactile,50,65,15,2,position_aligned_4,35
P8,,position_aligned,Tactile,35,75,40,1,position_aligned_5,5
P8,,position_aligned,Tactile,85,25,60,1,position_aligned_0,11
P8,,position_aligned,Tactile,80,35,45,1,position_aligned_1,14
P8,,position_aligned,Tactile,40,45,5,1,position_aligned_2,23
P8,,position_aligned,Tactile,25,55,30,1,position_aligned_3,29
P8,,position_aligned,Tactile,90,65,25,1,position_aligned_4,35
P9,,position_aligned,Tactile,75,75,0,3,position_aligned_5,5
P9,,position_aligned,Tactile,25,25,0,3,position_aligned_0,11
P9,,position_aligned,Tactile,36,35,1,3,position_aligned_1,14
P9,,position_aligned,Tactile,42,45,3,3,position_aligned_2,23
P9,,position_aligned,Tactile,58,55,3,3,position_aligned_3,29
P9,,position_aligned,Tactile,55,65,10,3,position_aligned_4,35
P10,,position_aligned,Tactile,40,75,35,3,position_aligned_5,5
P10,,position_aligned,Tactile,15,25,10,3,position_aligned_0,11
P10,,position_aligned,Tactile,25,35,10,3,position_aligned_1,14
P10,,position_aligned,Tactile,35,45,10,3,position_aligned_2,23
P10,,position_aligned,Tactile,25,55,30,3,position_aligned_3,29
P10,,position_aligned,Tactile,45,65,20,3,position_aligned_4,35
P11,,position_aligned,Tactile,30,75,45,2,position_aligned_5,5
P11,,position_aligned,Tactile,10,25,15,2,position_aligned_0,11
P11,,position_aligned,Tactile,40,35,5,2,position_aligned_1,14
P11,,position_aligned,Tactile,33,45,12,2,position_aligned_2,23
P11,,position_aligned,Tactile,50,55,5,2,position_aligned_3,29
P11,,position_aligned,Tactile,85,65,20,2,position_aligned_4,35
P12,,position_aligned,Tactile,60,75,15,1,position_aligned_5,5
P12,,position_aligned,Tactile,20,25,5,1,position_aligned_0,11
P12,,position_aligned,Tactile,25,35,10,1,position_aligned_1,14
P12,,position_aligned,Tactile,60,45,15,1,position_aligned_2,23
P12,,position_aligned,Tactile,50,55,5,1,position_aligned_3,29
P12,,position_aligned,Tactile,40,65,25,1,position_aligned_4,35
P1,,position_unaligned,Tactile,50,45,5,1,position_unaligned_2,4
P1,,position_unaligned,Tactile,60,55,5,1,position_unaligned_3,9
P1,,position_unaligned,Tactile,99,65,34,1,position_unaligned_4,16
P1,,position_unaligned,Tactile,60,75,15,1,position_unaligned_5,21
P1,,position_unaligned,Tactile,15,25,10,1,position_unaligned_0,28
P1,,position_unaligned,Tactile,20,35,15,1,position_unaligned_1,33
P2,,position_unaligned,Tactile,45,45,0,3,position_unaligned_2,4
P2,,position_unaligned,Tactile,45,55,10,3,position_unaligned_3,9
P2,,position_unaligned,Tactile,70,65,5,3,position_unaligned_4,16
P2,,position_unaligned,Tactile,80,75,5,3,position_unaligned_5,21
P2,,position_unaligned,Tactile,23,25,2,3,position_unaligned_0,28
P2,,position_unaligned,Tactile,45,35,10,3,position_unaligned_1,33
P3,,position_unaligned,Tactile,30,45,15,1,position_unaligned_2,4
P3,,position_unaligned,Tactile,50,55,5,1,position_unaligned_3,9
P3,,position_unaligned,Tactile,60,65,5,1,position_unaligned_4,16
P3,,position_unaligned,Tactile,75,75,0,1,position_unaligned_5,21
P3,,position_unaligned,Tactile,15,25,10,1,position_unaligned_0,28
P3,,position_unaligned,Tactile,60,35,25,1,position_unaligned_1,33
P4,,position_unaligned,Tactile,40,45,5,2,position_unaligned_2,4
P4,,position_unaligned,Tactile,50,55,5,2,position_unaligned_3,9
P4,,position_unaligned,Tactile,70,65,5,2,position_unaligned_4,16
P4,,position_unaligned,Tactile,60,75,15,2,position_unaligned_5,21
P4,,position_unaligned,Tactile,15,25,10,2,position_unaligned_0,28
P4,,position_unaligned,Tactile,40,35,5,2,position_unaligned_1,33
P5,,position_unaligned,Tactile,25,45,20,3,position_unaligned_2,4
P5,,position_unaligned,Tactile,50,55,5,3,position_unaligned_3,9
P5,,position_unaligned,Tactile,25,65,40,3,position_unaligned_4,16
P5,,position_unaligned,Tactile,50,75,25,3,position_unaligned_5,21
P5,,position_unaligned,Tactile,25,25,0,3,position_unaligned_0,28
P5,,position_unaligned,Tactile,25,35,10,3,position_unaligned_1,33
P6,,position_unaligned,Tactile,35,45,10,2,position_unaligned_2,4
P6,,position_unaligned,Tactile,46,55,9,2,position_unaligned_3,9
P6,,position_unaligned,Tactile,70,65,5,2,position_unaligned_4,16
P6,,position_unaligned,Tactile,90,75,15,2,position_unaligned_5,21
P6,,position_unaligned,Tactile,20,25,5,2,position_unaligned_0,28
P6,,position_unaligned,Tactile,42,35,7,2,position_unaligned_1,33
P7,,position_unaligned,Tactile,30,45,15,2,position_unaligned_2,4
P7,,position_unaligned,Tactile,50,55,5,2,position_unaligned_3,9
P7,,position_unaligned,Tactile,50,65,15,2,position_unaligned_4,16
P7,,position_unaligned,Tactile,80,75,5,2,position_unaligned_5,21
P7,,position_unaligned,Tactile,25,25,0,2,position_unaligned_0,28
P7,,position_unaligned,Tactile,30,35,5,2,position_unaligned_1,33
P8,,position_unaligned,Tactile,35,45,10,1,position_unaligned_2,4
P8,,position_unaligned,Tactile,85,55,30,1,position_unaligned_3,9
P8,,position_unaligned,Tactile,95,65,30,1,position_unaligned_4,16
P8,,position_unaligned,Tactile,85,75,10,1,position_unaligned_5,21
P8,,position_unaligned,Tactile,10,25,15,1,position_unaligned_0,28
P8,,position_unaligned,Tactile,25,35,10,1,position_unaligned_1,33
P9,,position_unaligned,Tactile,40,45,5,3,position_unaligned_2,4
P9,,position_unaligned,Tactile,50,55,5,3,position_unaligned_3,9
P9,,position_unaligned,Tactile,50,65,15,3,position_unaligned_4,16
P9,,position_unaligned,Tactile,80,75,5,3,position_unaligned_5,21
P9,,position_unaligned,Tactile,25,25,0,3,position_unaligned_0,28
P9,,position_unaligned,Tactile,36,35,1,3,position_unaligned_1,33
P10,,position_unaligned,Tactile,25,45,20,3,position_unaligned_2,4
P10,,position_unaligned,Tactile,55,55,0,3,position_unaligned_3,9
P10,,position_unaligned,Tactile,60,65,5,3,position_unaligned_4,16
P10,,position_unaligned,Tactile,75,75,0,3,position_unaligned_5,21
P10,,position_unaligned,Tactile,20,25,5,3,position_unaligned_0,28
P10,,position_unaligned,Tactile,25,35,10,3,position_unaligned_1,33
P11,,position_unaligned,Tactile,10,45,35,2,position_unaligned_2,4
P11,,position_unaligned,Tactile,20,55,35,2,position_unaligned_3,9
P11,,position_unaligned,Tactile,80,65,15,2,position_unaligned_4,16
P11,,position_unaligned,Tactile,80,75,5,2,position_unaligned_5,21
P11,,position_unaligned,Tactile,10,25,15,2,position_unaligned_0,28
P11,,position_unaligned,Tactile,50,35,15,2,position_unaligned_1,33
P12,,position_unaligned,Tactile,30,45,15,1,position_unaligned_2,4
P12,,position_unaligned,Tactile,50,55,5,1,position_unaligned_3,9
P12,,position_unaligned,Tactile,60,65,5,1,position_unaligned_4,16
P12,,position_unaligned,Tactile,75,75,0,1,position_unaligned_5,21
P12,,position_unaligned,Tactile,30,25,5,1,position_unaligned_0,28
P12,,position_unaligned,Tactile,25,35,10,1,position_unaligned_1,33

